,tag,name,description,type,requiredTrophies,trophies,member_1_tag,member_1_name,member_1_role,member_1_trophies,member_2_tag,member_2_name,member_2_role,member_2_trophies,member_3_tag,member_3_name,member_3_role,member_3_trophies,member_4_tag,member_4_name,member_4_role,member_4_trophies,member_5_tag,member_5_name,member_5_role,member_5_trophies,member_6_tag,member_6_name,member_6_role,member_6_trophies,member_7_tag,member_7_name,member_7_role,member_7_trophies,member_8_tag,member_8_name,member_8_role,member_8_trophies,member_9_tag,member_9_name,member_9_role,member_9_trophies,member_10_tag,member_10_name,member_10_role,member_10_trophies,member_11_tag,member_11_name,member_11_role,member_11_trophies,member_12_tag,member_12_name,member_12_role,member_12_trophies,member_13_tag,member_13_name,member_13_role,member_13_trophies,member_14_tag,member_14_name,member_14_role,member_14_trophies,member_15_tag,member_15_name,member_15_role,member_15_trophies,member_16_tag,member_16_name,member_16_role,member_16_trophies,member_17_tag,member_17_name,member_17_role,member_17_trophies,member_18_tag,member_18_name,member_18_role,member_18_trophies,member_19_tag,member_19_name,member_19_role,member_19_trophies,member_20_tag,member_20_name,member_20_role,member_20_trophies,member_21_tag,member_21_name,member_21_role,member_21_trophies,member_22_tag,member_22_name,member_22_role,member_22_trophies,member_23_tag,member_23_name,member_23_role,member_23_trophies,member_24_tag,member_24_name,member_24_role,member_24_trophies,member_25_tag,member_25_name,member_25_role,member_25_trophies,member_26_tag,member_26_name,member_26_role,member_26_trophies,member_27_tag,member_27_name,member_27_role,member_27_trophies,member_28_tag,member_28_name,member_28_role,member_28_trophies,member_29_tag,member_29_name,member_29_role,member_29_trophies,member_30_tag,member_30_name,member_30_role,member_30_trophies
10,#2L2820Y8U,Showdown💔Kings,DS - Zava#3717|League:<c7>Master</c> 🐣💛| Invite: 55k 7 35 ranks 💘|<c3>World Club 🌏</c>,inviteOnly,35000,1708691,#2V8P8CUYY,4SV_MaSTeP,vicePresident,62087,#9YCUV8V2Y,Spooky ☔,senior,61380,#PYPQUG80,Zava 🏀🧡,president,59781,#YR2GV88,縣|Teasey🥀,member,59527,#2UQVCCPR,Husky,senior,59026,#8Q9CYYU0U,₱₳℟₳₫Ø₦ŧ६χ,senior,58980,#PLUGLRG28,ᴡɪɴᴄʜᴇsᴛᴇʀ♡,senior,58633,#8YUQJQ0VG,FST | MECHA,senior,58602,#9CPP2CJQ9,1F|Lansik❤️,member,57705,#8QPJGRY00,🍉MS|TESS761🌿,member,57660,#8LLLV9JU2,maksimka♡,member,57414,#20Q00LQC8,NB|Någîbâtør™,member,57349,#8Q0R8Y8Q0,Mír♡ròx🪐,senior,57348,#PP0G99VV9,Jam❤️Side,member,57331,#GR8YJQ92,damnn!Sayreex?❦,vicePresident,57154,#P9YPY9U8J,MeTa | duo♡van,member,57031,#208V0QC9,PIVAS🥶,senior,56832,#8PRJCQVLC,professor♡,member,56730,#20RLLR88Y,By❤️TopinC,member,56439,#9YJGLVRQ8,JORGELO👎,member,56300,#90GQ8QCLR,PS Bazz🦖,member,55823,#Y0C0PG0PR,Drow Ranger,member,55698,#Y220LU2R8,It's Gregg❦,member,55594,#92J80YL2J,Bye😕,member,55342,#PRC8PV98Q,𝐕𝐞𝐧𝐮𝐬𝐬🪐,member,55307,#8U8PUJP2L,Sibby♡,member,55181,#8RGPGP9LV,Šapoсhkaa.❤️‍🔥,member,54635,#2GQCVPYY,NeW | WileX🐙,member,54543,#8J0LUV9QQ,Duo♡TvorojOK,member,52093,#8UYV2282J,iLewardo🐉,member,51166
11,#20V0LQVGY,Recovery,| 🇫🇷 | Recovery is back ❤️‍🔥 | Discord : wEBfeDXcaH | Record 1 🇫🇷 | 4 🌍 | Master |,inviteOnly,35000,1705736,#2RG0LV02,Scoo Prime 3%🏂,senior,68772,#JP928LL8,Eagx Prime 3%🏂,senior,63662,#9VCJV98R8,LOL,member,60811,#JQ20LV8,Wavex😡NA,member,60577,#9PJLQRPYC,歲Spārt 😡,senior,59796,#CP990QQ,Smity,senior,59245,#VCQUQVG,🔮SL|lj33114💘,member,59122,#98RVQPJ,🃏|FéeNeMoney,member,58661,#28GPCULCL,Gɦσʂτ🦋,member,58072,#2U2YJYLJU,HAV|Ash🌸,member,57878,#R8YL92R,F9|GBz🥀,senior,57872,#9PRU2PJUP,メSkyͥPrͣoͫ❦,member,57796,#2LR0V02,SiulZz🇪🇸,member,57203,#P9J8LLRV2,Ekzø 💎,president,57202,#GQL2RVJ0,RayaneI0,member,56831,#2C20PQJYC,Eternal 々,member,56752,#Q9QCLGRP,Rick 🧙‍♂️,member,56664,#GLJLYCG2,kyzzz prime3%🎱,member,56457,#2PYR2LY0,lemoncbon 🍋,vicePresident,56345,#8Q20RYQVL,MiinoO_95,member,56173,#8VLVJQ98,👾|Zoryx,member,56086,#8C8QJCGPL,ZKL | Eren😈,member,55934,#9V8JJCURV,MZ|tenma,member,54493,#P8LVLJ0JV,龍|Steven🎭,member,53322,#20VQR9LYC,Tommy Hilfiger,member,52841,#2CVPCPP9U,AiT | Luago🉐,member,52314,#QL2CJ8VR,REC |Oknopyes🕊,vicePresident,52228,#8089L82LU,simbₐ𓃭,member,52129,#8U82UCYP0,⛩|DarkMarvel64,member,50320,#92U02VR9J,Spino🦖,member,50178
12,#2JQCC8RCR,🖤Moonlight🖤,"welcome to the club, this club is not purchased unlike <c5>D1</c> club leagen master,<c5>invite min 56k</c>, top 1 <c5>russ</c>",inviteOnly,35000,1705338,#20LC28GPV,Crow,senior,61722,#PRP9PPCQQ,Fanasis❤️‍🔥,senior,59984,#2PGGV0LJU,AlexLord,vicePresident,59269,#8QCPRQL29,DS|Danik💘,senior,58920,#2P0GJ2UGU,QLS|ChakyVGX,senior,58882,#9YP0P9R9U,spinまや,senior,58707,#2RC8V0VY8,Site❤️‍🔥,senior,58105,#2GYYQGU2L,brokkennまや,vicePresident,57816,#P2V92JU9Q,GM | Lunary光,senior,57417,#8C9PYJJ2V,PaYa|LiPi💘,senior,57106,#8GCG0PPL8,⚡WarLight⚡,senior,57050,#8YQC8L0UG,Nova🐬3JLou,senior,56746,#PVYG9CP8G,㈾|Dima . pro❦,senior,56493,#8GJVP9J8U,我是BOSS懂了吗？,senior,56493,#8UL2CRGLR,twixまや,vicePresident,56328,#9LCGQ9890,NaVi | MMA,senior,56166,#28PYPQQ0Y,FKØ | _TeĐĐÝ_🔥,vicePresident,56097,#V22YJCGU,ﾒ𝓅𝒶𝓎 🧸,senior,56080,#280U0PPJV,優勝Bagaa🐧💗,vicePresident,56006,#9P9PVRPG2,❄️ice Zapp⚡️,senior,55921,#90GGCV8GP,🔥ice story💧💥,senior,55845,#UURC2QQU,Forrest Gump,senior,55816,#28U0VR202,NaVi|Aynur🍀,senior,55730,#92YR22QPL,Rayxz🍋,member,55671,#PL2Y0PY0,Raven1#6322,senior,55487,#P8UQPQRVY,terrex🤍love,senior,55380,#8YGYRCJC,LuKYoU,senior,55350,#8UVLJ9QQQ,メ`Fúrious,senior,55154,#9YY99R008,❄️ice Gloxi🥀,senior,54954,#PVUVGQR,有Dan•ger.🖤,president,54643
13,#2JGYGQJG0,<c7>D1 </c>,<cFFEF00>Day 1 Gaming</c>|SD Vibes<cFFEF00>ϟ</c>|<cFFEF00>YT:</c> SuperLab|<cFFEF00>discord.gg/d1gaming</c>,inviteOnly,35000,1705263,#99LLQYY9,Joeh,member,63815,#8C0RY0G9U,L£G£ND,member,61791,#LCCU9J2C,﷽ʆοʀɢɛ⅂Ο⅂❦ֆօʟօ,member,61784,#8RPUQQPGR,FF | Croaky,member,61516,#QJ0PRJCU,愛-GetSentZ☆,senior,61146,#R2Y0U0PC,❥うっせえわ ᴥ Ado ❦,member,60612,#GRVL8ULV,陰|SuperLab ☯︎,president,60226,#L9CQ8J88,UC|Night🃏,vicePresident,59682,#90CP082JQ,WSK,member,58981,#9Q2GCJQ2Y,𝕄𝕪𝕡𝕤𝕪𝕞,member,58587,#99QCYUVPL,MOCHA,member,58445,#20CJR2P9Y,ㅇㅇㅋ,member,58112,#82CQ99PY,Yam紫,member,57540,#9LYUUJPYG,_Neptun_,member,57055,#PPP22LUJV,Spicy❤️‍🔥Bobby,member,55909,#2JUPPVG9,Agressor x(,member,55168,#P9JQVGVQ2,ATM_RN,member,55118,#JRJYV2JG,🃏|Frido被,member,55104,#2Q2LQC2P,ΗΥDЯΑΞΚΗΔΥΔττ,senior,54954,#9C2QCC9PU,Savageˢᵒˡᵒ | 💜,member,54883,#RRVUY0J2,ʟᴏʀᴇ ɴᴇᴇᴅ ɴᴇʀғ♡,member,54719,#Y8UC0Q2JR,YT: Lime BS,senior,54171,#9LRGVGG2L,BBP|§ïlvïø -_-,member,54018,#9Y8LPJU8C,FYW_Barhoom07,member,53920,#2JUQQGCL0,QQ,member,53368,#UPURVQ,중|Hardjoys,member,53318,#2JLP09CG8,↯ᵒᵖ𝓓𝓻𝓮𝓪𝓶𝔂,member,53149,#P9CY8YJ0U,ᵒᵖ𝓒𝓻𝔂༄,member,53011,#82G8QCYJV,YT_Ivan_Shark,member,52763,#2R8J80G0,OneTrickᵇᵃᵇʸ,vicePresident,52398
14,#2YYJJV9PC,7 Dwarves,Remaining7 Gaming. Discord: kMcSgX4. Monthly tournaments!! 🇺🇸🇲🇽🇨🇦🇹🇹🇻🇪,closed,35000,1696431,#2QCVLV2Q,Psychopant💧,member,67117,#9J2JLUR8G,Aspect 🃏,senior,65293,#22U992UP,John 🏜,senior,64989,#90RQYP98U,♡•bestie•♡🧸,vicePresident,64125,#QLCJGQUP,🦜ᴅɪᴇɢᴏ✦ɢᴀᴍᴇʀ🧃,senior,61488,#22992CG0G,元Leobardo™,senior,61276,#L9VGJUG,R7 | MikiGod🍫,vicePresident,60352,#PU89G2J,Todllo🧩,member,60348,#289RGJJ0R,VTR | ƖιƖιɱ13🍁,senior,60221,#292RQ9QQJ,ÇRÆŽŸ,member,59946,#URV2C0G2,VTR|Lito☀️,senior,58990,#2Q0JRUR9,Shuckle,vicePresident,58132,#82LGQPURC,amo,member,58043,#9YCVC8RQL,UC|Hahn🃏,member,56527,#22RJY8PUG,あ|Kitol🦉,member,56245,#JUQ2JVV8,Orlando◢◤,vicePresident,55335,#2JGCU2299,♡•bryan•♡🧸,member,55218,#20U8GYG0V,R7 | Axel,senior,55198,#2LPPYYUR0,Nathan🧸,member,54524,#8LP8Y2RR,『𝑄uixuoso』,senior,54332,#PGVQU822,JeKsTD 🐈,member,54008,#LU8C9YJU,🍁ᴋιʀιᴛᴏ☬,senior,53958,#220QV2UU2,x treme,vicePresident,53540,#20GLRYC9C,NathanSlayton,senior,52864,#2PQRPG0Q9,winter,senior,51687,#8GUYJVUR2,↯❦Esneider➶↯,member,51472,#2YL9VRJU,R7 | Onyx,senior,50920,#2J2LCY0L,𝙼𝒾𝙺𝙴,member,49172,#2RCUQRPY9,シAsian井然❤️‍🔥,member,47539,#QQ0Y9PC,R7 | SPARTAN,president,43572
15,#2GYQLVJPV,★the Players★,†★n°1 Latam★† Liga Organizada com times fechados★†‡app obrigatório ††† +50k ★Torneios Internos*gift card★1°★†‡,closed,35000,1693678,#2J2U9RUQG,❥︎Isabela🦋,member,65038,#2RJ0UJCU0,̶̶[₮₱]ⱠɄ¶$Ø̶m̶₲,vicePresident,63828,#20CJVQQYU,[₮₱] ₱ɆⱠ₳Ɖ₳Ø,vicePresident,62460,#22GP8YYGY,DUDU,member,59701,#9QJRGLU8Q,Dark𝚂𝚎𝚒𝚍🎭,member,59533,#QLVQQ2G0,🎭L u i z👻,senior,59048,#9C9RG0Q0J,⚔Felipe⚔op,member,58950,#29QVG089,b!!nnhooO,senior,57962,#20Y8QY8U,Diego,member,57601,#82VYGYPV8,Rian19051,member,57535,#GPJQLRCG,Pain,senior,57234,#8R29PY9RJ,YT|DarkeSan,senior,57134,#88U89YY,Neavy♡,senior,56912,#LGPQGJUP,Padrin,vicePresident,56883,#28UGL00CQ,zFollow,member,56715,#PQ82ULJQV,望†ᴀ͢ʀᷝᴛͫⲏᴜͦʀᷮッ,member,56487,#8CVCJVVV9,[₮₱] ̶M̶ƗⱠ₳♡¸.•,president,55754,#GUGVPU2,🔥Z€RØ🔥,member,55683,#V09UC2GP,Fernando,member,55603,#82P8QPC0V,愛Mᴇʟɪᴏᴅᴀs🥀,senior,55448,#L8GYGYCP,[₮₱] ₦₳₮₳,vicePresident,55444,#9JJYRC9Q8,𝐆𝐥𝐞𝐲𝐬𝐨𝐧⚜,member,55152,#98QRL0Y,[₮₱] ƵØM̸ɃØ¥₣€,member,54330,#GVJ82JR8,Kazumi,senior,53970,#90U220LR8,ItzMiguel,member,53231,#P8JR0U008,＋Soothsayer＋,member,52609,#2QJJJCUJ9,[₮₱]₩ƗⱠⱠ⚖️✧,vicePresident,52568,#2JJRQ0LCP,MVP|MASTER♧,senior,51520,#28CRJLC20,BS|愛ałøne🖤..,member,50053,#28PJJQQPJ,[₮₱] ̶M̶ƗⱠ₳♡¸.•,member,49292
16,#JLQQRYVP,erwan roblox yt,骆|ErY Clan 🏆 - Actif Ldc Qdc 🍹 - Master 🎖 MIN 55 000 TROPHÉES 💎 LE CLUB RÉMUNÈRE venez mp disc : Garnerio#0001,inviteOnly,35000,1690503,#2L0G9RVQ9,YOUYOU-YTB,member,64859,#JVR2J9Q,AK | Hisoka🃏,member,64240,#2G8YV2V,FrB|Adrien⚜,member,63554,#8UQ8PJV8Q,FrB|Yanis⚜,member,63387,#2YRQC88R8,YT |Rigame乂☯︎︎,member,62387,#9RUPL8U0Q,〤𝑽o𝒓𝑻𝒆𝒙🪐,member,61911,#PVV899YLL,Evͥสnͣsͫ,member,60792,#Y99Y2CUV,🃏|ᴵ'ᵐ ηєяσχχ⛩️,member,60068,#PL9Y2QQR9,🔱|LuCcA❦,member,59656,#2PP9LCCUC,A𝑍D|𝐻𝚜ꪮꨄ,member,59627,#8JR999J92,SKR|🌸SunSђine✨,member,59547,#G8LQRU9Y,꧁乙ҽภ๏X꧂,member,58292,#2PLVVJ2Q8,Rift allan,member,58149,#92PVY22L9,🥀|Symatrix ™✨,member,57569,#9JQ8CV2VL,Liggy♛,member,57125,#2CQ8VCVJ,爱|ᴀᴍᴀᴜʀʏ🐬,member,57055,#9VLQGQU92,Samir🪐,member,56810,#8LUYULJ2,ア|Sorry noob 🦆,member,55900,#9GPRCL2G9,niﾒtwi͢͢͢cɧ🦦,member,55395,#2YQYLQV0U,IceYou🤍,member,55347,#9Q8Q2CG9,BonDuxi,member,55213,#9LCLQ028,𝙏𝙬𝙞𝙭𝙭🎈,member,54687,#8CJVPYPV9,Lyxx🦋,member,54250,#2QC9LUYYL,ωѕα|mafrøsa 😡,member,53965,#C8PLP8VQ,𝙕𝙖𝙞𝙠𝙪𝙪🎈,member,53738,#80Y88YLVP,LeͶnψ❤️‍🩹𝓐vaa,member,53650,#JJ92RGPL,Jυѕ orαɴɢe❤️‍🔥,member,53549,#2PYPC09PV,𝓍BeriOx🤍,member,50246,#2RRC29Q2L,☔️|卂乙乙ㄖ乂♥︎,member,46645,#P0YRJUURG,衙 | Garnerio 🌙,president,22890
17,#2JRGRGYCJ,Elite🔱, Request to join ➡️DISC:jnQxhvDRMB or🐤@Lexaa_bs,closed,0,1683315,#800Y9R9UP,Lex@,vicePresident,63598,#QQPJ2QJ9,☆DarkSoul☆,member,63121,#GV9898YC,ShadøW☄️,member,62996,#8VUQ2P99J,qiwênok,member,62773,#RRVR2PRJ,Hiko,member,62164,#YYLY0YQUY,Adil🖤🍃,member,61219,#2098RP8RJ,prettyerrfy~b,member,61122,#P0JV2J8LG,DuZee🥀,member,60769,#VCPJQQ,Jealous👣,member,60731,#99V88UU2,in my mind,member,60706,#CGYY22LL,Marwann۵,member,60504,#9C98P9UG2,Messi😈,member,60435,#VJ82J8GG,Relxtee,member,60394,#998V8YLL0,Yeung★,member,60329,#2YC9RU8QJ,GLR | Luca ☬,member,59581,#Y29V28JYJ,ナイフを持った天使,member,58904,#PR899Y0CQ,Dawerごめん勝った🥶,member,58647,#2YU9RPPQP,Angel ᴬˡᵉ,member,58278,#P0R0RCPPQ,Yusty.,member,58169,#2UPQP9VRV,🌴Coco🥥,member,57997,#82RGL9PUR,~magzzz,member,57709,#PYVC2U299,Ruplex❦,member,57601,#90QG8CJJU,Strong🍉,member,56764,#2RRYP0QPV,Jezza 😼,member,54853,#J2U8LPVJ,⛩|Pinoc64🐉,member,54557,#U2JRRQC8,aeŧher☭,member,54544,#8CU2GGQ0Y,⛩|Azm64🐉,vicePresident,46483,#2QC8VJ2,༄Rzm64⛩,vicePresident,45266,#9PPCGUQL,NoN|NIKOUNAKI,president,43101,,,,
18,#P2JYRP9Q,The Egg Beaters,EGG Gaming | Add Confidant#8233 on Disc,inviteOnly,35000,1674876,#2YQCL0L99,Hulk,vicePresident,63590,#29CVP0V9U,EGG|Mighty,vicePresident,62852,#2CV0P2G8U,ThatBlazinAsian,vicePresident,61520,#22GJUJLG,EGG|NotABot,vicePresident,60992,#2JRC88R2,Greenᵇᵉᵃᵗ ʸᵒᵘ,member,59075,#9RUG9V8G,EGG | Confidant,president,59022,#G89UGRJY,EGG|Angel🔥,vicePresident,57376,#PRRL2GV,Crzycodes,vicePresident,57192,#99VLVGRJG,La Vie en Rose,member,56902,#902CPRPLP,Exo ⚘,member,56759,#PUUGRULPU,Marquinho brawl,member,56566,#88LURJVLP,Ꭰiͥภaͣgͫ๏d,member,55632,#QLY2GQGL,≪ΐNeed2p≫,senior,55609,#2RLY9G0V2,Shone.,member,55538,#GVRYCCPP,GX Fabio,member,55312,#GG0LUQCU,爱𝖬ɪh̶a̶i̶✨,member,54891,#8YUU8QLL8,sad bot 💔,member,54764,#UGV9LGL,Pegasus,member,54453,#CYU89PGQ,Oless❤️‍🔥,member,54301,#82LQ928GY,даня семпай,member,54264,#RQJVL2R,FS l BlueJays,member,54204,#2G2UVCYUU,GWS❦,member,53919,#YG2CGUP,PIPER💕ℓovєѕ мє,member,53893,#2208QGGGL,𝙴𝙶𝙾|𝙳𝚖𝚙🍂,member,53870,#200VU9CYQ,マキグナrefuse,member,53367,#8R0U92P0J,Dankzzz🖤,member,53328,#RQ2YPJ0R,⭕️|#OKC76,member,53242,#Q2YYY9UR,neverlost❦,member,52357,#8JV2PVPPU,EﾒzͥØoͣgͫod❥,member,51200,#8L2GG9P2Y,Janis|을보,member,48886
19,#2GV0LLJG0,UNP ISRAEL™,UNP ISRAEL™|Looking For Active& Loyal Players❤️🔥|for join lolgg20#0350 DC} join 52k+ or 30 r35,inviteOnly,35000,1672616,#QCC0UVC,LP|Code:Emerick,vicePresident,68115,#V2Q080UU,HNK|Valembeau,member,67341,#28CVQGURJ,め kxrtofvl ♡,member,65775,#VY20VCCY,SameX94,senior,64679,#8QVGJQGGC,ᶜᵘᵗᵉᴀsᴛʀᴏᵒᵖ>.<,senior,63880,#8QPQUJUPU,Sacrifício,vicePresident,63720,#2RL8LGV9Q,🐼iBearQu❦︎,senior,63694,#V92PGJPL,Nova I br@wler,senior,63533,#99RCQCG8V,WE Cypek,senior,61310,#92GU2PJQV,➳Andr3yy❦,member,60956,#8LCCU2G29,🦄Thom.,member,59544,#RUL82RRL,Mika,member,55577,#8P80RGYLG,『么レ乇メツ』,member,55046,#Q9LVYLRY,maadi,member,54450,#PYLRVPC9,ST|SEFA BABA,member,54186,#P2LY0YLGQ,bot |GABRI€L™⛄,member,53576,#8QV2YYGLQ,MaRk❤️🔥,member,53362,#2R8VPJYQ2,†φ2ล†ℓэ†เ🛒,member,53154,#R9RYGLPL,⇝Maяius😡❦,member,53015,#Y9YLJCGLJ,Marllon YT,member,52727,#8CYYYR08G,Кент,member,51436,#8Q9VY882C,Brizo!,member,51395,#U2CCPQP2,Mei ☁️,member,51068,#L0JQYVY8,TG | Mr_ReMa😈,member,51065,#R8Q2CQV,Ş€ŇŦเŇ€ŁΔ<ジ>,member,50830,#P0RGVVVCV,NISO,member,50607,#298V9ULYQ,SђⱥkͥedͣoͫƤ×͜×,member,50410,#JJQ0YPVJ,moshon is coson,vicePresident,44018,#2PYGR2YUP,yoav_hapro12,president,43306,#2PP2008C8,ᵗᵐ|tw𝔦st♡︎,vicePresident,40841
20,#208UU822P,A Few Good Men,"Club League is too exhausting for us, we prefer to chill.",closed,30000,1667596,#VCJGV08V,Pompy🥀,member,65862,#8V92UYCJ,NoN | Lukii,member,64103,#28CGVVJGG,Mëwtü🧛🏻‍♀️,member,62657,#LJCL8P0,TTM|Joker,member,62133,#8RJCVYQC9,ηєхυѕ ♡︎,member,61835,#V89Y2GP0,TQ | BosS,senior,61651,#8PJRRG2C,SK | GuilleVGX,member,60543,#2UVPC8V,Mago21 🖤,member,59895,#PGL2UL0CR,psychok1d,member,59788,#YLP2Q99,Kc,senior,59575,#J0CJJPR9,СG|Miku,member,59520,#82RGU8PR,TTM|Maury,member,58893,#9YQPCR82,A1AL | Decai 🥝,member,58284,#CQ0299,Jevix,member,57885,#2Q892QVU,TTM|Maru,member,57675,#VGQ0P2VU,Carry by Georg,president,57237,#2V9L0U29,Fabio ,member,55973,#PCPRPJV,SK | iKaoss,member,54886,#R90V9CLU,QWE|Neax,member,54533,#20L88L2J,LeNain,vicePresident,53796,#2RG0URVL,TQ | AleSSJ🥀,member,53551,#GQUC0LGG,Darkoum,member,53461,#P2808PRC,Nob?,member,53414,#9LVUC2PY,FUT | OPE,member,51648,#89RL2QQJP,QWE|Rage,member,49241,#YU8C0C2PV,Cyclone,member,48263,#2VQ82YGY,TwistiTwik,member,44984,#2VJCCCQGP,ZETA | GeRo,member,42764,#22CL00PG0,ZETA | Nowy297,member,42677,#LU2G8U,Jeton,member,40869
21,#2JGJC2QR8,<c6> D1 </c>,"<cFF0000>YT</c>: Day 1 Gaming|$2,000 Tournaments| 🇪🇺Club ♛|<c6>discord.gg/d1gaming</c>| 🏆56k+🩷🩷",inviteOnly,35000,1666307,#2LL9008LV,Arrowverse❦,member,63516,#YUC928GJ,Apple❤️‍🔥,member,62001,#PCQ9L88J,☣️Davy™️☣️,member,61580,#2GLRPQQ00,piscismoke,member,60714,#QR20RG8,Gabry,vicePresident,60637,#2GPCCYCUU,яafa🖤⚡,member,60525,#92Y8GY9Y,Alex❤️‍🔥,senior,60314,#9QUURV02U,ϟ☯ⁱ₭บɾⱥͣɨͫ⌁伝説☯ϟ,member,60008,#208R2GQGP,Kubaツ,member,59794,#2QUCJJ02Y,ßusTiiiiir😎,senior,58850,#2V8VCP2L0,Dáŕk🔪Sláýéŕ🥀,member,58797,#82GCGGVUG,Ŧøթҹนķ♓,member,58447,#GCGQ9GJ2,CaNtoNoSnItcH👾,vicePresident,58335,#UYLLPVYU,2sick4you❤️‍🔥,senior,57757,#RR99R2P2,DaniOU❤️‍🩹,senior,57610,#2UCQ8QUP,Ippo🖤,member,57298,#222UVRQL,TTM|asiabiso™⚡,senior,56598,#ULQYVURJ,Sickale🎭,member,55993,#J00RYP0,Abdelbasset,member,55708,#RGG2V2L0,G h o s t 🌪,member,55685,#G82PGGRR,iTwiceQu❦︎,member,55610,#222GQL2VQ,𝕏𝕒𝕠𝕝𝕚𝕞🍄,member,55410,#2CY9C9QG9,TLH|Dariuz🦇,member,55133,#P8UQLU2C,Mr_Pinko🦁,senior,54808,#2GU0QVP9P,PoMiDoR=),senior,54681,#8C0CLRJQL,⛩票據撕🎋,member,54228,#CCGLLP,Savi,president,52880,#RLVVG08L,SK | Mizuk1a🌷,member,52023,#YQRYC22,Nick,senior,51367,,,,
22,#2LVLRGJRJ,DarkEvil™,💫Rising Stars💫 DC: NoBoDi#3419,inviteOnly,35000,1663360,#RC80QU0,Meister,vicePresident,61807,#22Q0J0P2P,LUCKRASS,member,61131,#9YQV2GVCC,Tim🖤🐐,member,59337,#29PLRLGYQ,Nico-Luca,vicePresident,59007,#YCP0JCUQ,VD|Mo.D.Lufy🐣,member,57698,#P8YL9C0QL,Ghost❦,member,57011,#9L8UCVVL,TS|Zeit🐢,senior,56957,#20898J0JU,Evil|Nobo©,president,56589,#9R20Q8GPU,YT | Tech☔,member,56526,#2L0CYU0GY,◤Jᴇᴠᴛᴀ🥀◢,member,56406,#299P922JV,Jigsaw®️,vicePresident,56402,#G8J0L2UR,xCharly⁸²⁵,senior,55823,#2LL289U8V,GRKM♥️🔥,member,55791,#UQ89GC90,Herthaner🖤🐐,member,55496,#8JUR0V9R2,⚜️|FCA|⚜️,senior,55150,#2UG28CYY9,Andor,member,54714,#8YP28PUGU,moon knight,member,54672,#2L80Q2GV,MITKO,vicePresident,54651,#2J8YCP80R,cino,member,54492,#8YRGCGLQ,Ruben⁹⁹⁹🖤,member,54393,#JGPQLUP,YT|ZaYron🧊,senior,54310,#8CJQ9RU0R,petiti,member,54281,#PRLPVQUR2,CM |丂I̺͆匚卂尺I̺͆ㄖ,vicePresident,54091,#8V20LL0JV,⚜️ŋıƙƙıŋąɬơr⚜️,member,54007,#2RRRU0L28,✨Kıñg_Hıt✨,member,53876,#80CG8VLP0,Aura,member,53488,#9UCVPU008,GPͥ🌈ΛDͣ工DͫΛ$™,senior,52874,#828UVY2L9,AbdeL🌹,member,51510,#L2G8LY9J9,尊重|Zipco🦅,member,50623,#PUR9PLJ9,速Sᴇɴꜱʜɪ🩸,member,50247
23,#U9RPG98P,Remaining Neo,R7 Gaming| $500 Monthly tournaments/giveaways | Org Disc:kMcSgX4 |NA Only |Top 25 🌏|Ask For Club Disc |55k req,inviteOnly,35000,1661392,#PJ9JCYLCQ,𝘌𝘱𝘪𝘤🧸,vicePresident,59977,#2CQJG29JL,Victor and Sis,vicePresident,59621,#2GR9CC8J,謝爾|GhouLz,member,58924,#2CJVCG8V,𝘏𝘦𝘯𝘳𝘺🪄,president,58601,#2GJCCPYRP,☪️UNS|Abaddon☪️,member,58526,#P0YCCYPP,AW,senior,58135,#YLG9JVYCG,FFT|SoOo🦑,member,57995,#U9J0GL92,DSC|Unique,member,57872,#9Q8LP2Y09,Lag,member,57337,#LVVY9GY,✦>私ʀᴀꜰʟᴇᴛ🌺,senior,57251,#8Q9U9J8LJ,Roy 🧩,member,55979,#8C08QPUY9,あ𝐂𝐡𝐨𝐫𝐢𝐳𝐨,member,55771,#2ULVLQCYR,Phoenix💜Shinoa,member,55579,#2LCGQUV,Renzai🍀,senior,55490,#LCJGRC8L,♦️βʏ•S͞t͞ｏͼƙ™♦️,member,55066,#CPRCG0P2,Rhino,senior,55026,#PCJ8LCU2,Isaac ✦,senior,54985,#20Y0J0G0V,agresivchimp,member,54896,#8RJY99YGG,𝘡𝘪𝘭𝘭𝘢💀,member,54874,#8Q9GGVJL9,ℜ𝔢𝔞𝔩粒子の神,member,54590,#UCVGLP2,brett ß,member,54586,#2GPQGLP,Jasondabub,senior,54572,#JYL200J,unlucky🔪,member,53291,#28PP8G82C,ᴬᶜᵉ♠️,member,52957,#2Y9PURJLV,baby mz🌩️,senior,52695,#8YPPLJPQU,DaBoiLEL,member,52369,#82YQ2QYP0,愛~ShrimpZ✽,vicePresident,52172,#88UUJYPL,boatt 🫧,member,51804,#2908PUJQ,CON CATSUP,member,51241,#8RLQ2YRR,微｜𝘗𝘪𝘱🎐,senior,49210
